region,solar_radiation,date
진주,0.0,2022-07-19-04:00
진주,0.0,2022-07-19-05:00
진주,0.01,2022-07-19-06:00
진주,0.3,2022-07-19-07:00
진주,0.96,2022-07-19-08:00
진주,1.46,2022-07-19-09:00
진주,2.27,2022-07-19-10:00
진주,3.16,2022-07-19-11:00
진주,3.35,2022-07-19-12:00
진주,3.64,2022-07-19-13:00
진주,3.61,2022-07-19-14:00
진주,3.17,2022-07-19-15:00
진주,2.48,2022-07-19-16:00
진주,2.07,2022-07-19-17:00
진주,0.67,2022-07-19-18:00
진주,0.39,2022-07-19-19:00
진주,0.02,2022-07-19-20:00
진주,0.0,2022-07-19-21:00
진주,0.0,2022-07-20-00:00
진주,0.0,2022-07-20-01:00
진주,0.0,2022-07-20-02:00
진주,0.0,2022-07-20-03:00
진주,0.0,2022-07-20-04:00
진주,0.0,2022-07-20-05:00
진주,0.02,2022-07-20-06:00
진주,0.5,2022-07-20-07:00
진주,1.15,2022-07-20-08:00
진주,1.66,2022-07-20-09:00
진주,2.35,2022-07-20-10:00
진주,2.93,2022-07-20-11:00
진주,2.97,2022-07-20-12:00
진주,3.21,2022-07-20-13:00
진주,2.66,2022-07-20-14:00
진주,2.61,2022-07-20-15:00
진주,2.16,2022-07-20-16:00
진주,1.81,2022-07-20-17:00
진주,1.19,2022-07-20-18:00
진주,0.18,2022-07-20-19:00
진주,0.03,2022-07-20-20:00
진주,0.0,2022-07-20-21:00
진주,0.0,2022-07-21-00:00
진주,0.0,2022-07-21-01:00
진주,0.0,2022-07-21-02:00
진주,0.0,2022-07-21-03:00
진주,0.0,2022-07-21-04:00
진주,0.0,2022-07-21-05:00
진주,0.0,2022-07-21-06:00
진주,0.03,2022-07-21-07:00
진주,0.3,2022-07-21-08:00
진주,0.95,2022-07-21-09:00
진주,1.61,2022-07-21-10:00
진주,3.11,2022-07-21-11:00
진주,3.09,2022-07-21-12:00
진주,1.02,2022-07-21-13:00
진주,2.3,2022-07-21-14:00
진주,3.53,2022-07-21-15:00
진주,2.92,2022-07-21-16:00
진주,1.95,2022-07-21-17:00
진주,1.61,2022-07-21-18:00
진주,0.36,2022-07-21-19:00
진주,0.03,2022-07-21-20:00
진주,0.0,2022-07-21-21:00
진주,0.0,2022-07-22-00:00
진주,0.0,2022-07-22-01:00
진주,0.0,2022-07-22-02:00
진주,0.0,2022-07-22-03:00
진주,0.0,2022-07-22-04:00
진주,0.0,2022-07-22-05:00
진주,0.02,2022-07-22-06:00
진주,0.44,2022-07-22-07:00
진주,1.13,2022-07-22-08:00
진주,1.83,2022-07-22-09:00
진주,2.21,2022-07-22-10:00
진주,2.22,2022-07-22-11:00
진주,2.69,2022-07-22-12:00
진주,1.85,2022-07-22-13:00
진주,3.33,2022-07-22-14:00
진주,3.17,2022-07-22-15:00
진주,2.25,2022-07-22-16:00
진주,0.91,2022-07-22-17:00
진주,0.73,2022-07-22-18:00
진주,0.34,2022-07-22-19:00
진주,0.02,2022-07-22-20:00
진주,0.0,2022-07-22-21:00
진주,0.0,2022-07-23-00:00
진주,0.0,2022-07-23-01:00
진주,0.0,2022-07-23-02:00
진주,0.0,2022-07-23-03:00
진주,0.0,2022-07-23-04:00
진주,0.0,2022-07-23-05:00
진주,0.0,2022-07-23-06:00
진주,0.11,2022-07-23-07:00
진주,0.34,2022-07-23-08:00
진주,0.64,2022-07-23-09:00
진주,0.9,2022-07-23-10:00
진주,2.3,2022-07-23-11:00
진주,1.82,2022-07-23-12:00
진주,1.38,2022-07-23-13:00
진주,2.28,2022-07-23-14:00
진주,1.51,2022-07-23-15:00
진주,0.65,2022-07-23-16:00
진주,0.49,2022-07-23-17:00
진주,0.22,2022-07-23-18:00
진주,0.11,2022-07-23-19:00
진주,0.01,2022-07-23-20:00
진주,0.0,2022-07-23-21:00
진주,0.0,2022-07-24-00:00
진주,0.0,2022-07-24-01:00
진주,0.0,2022-07-24-02:00
진주,0.0,2022-07-24-03:00
진주,0.0,2022-07-24-04:00
진주,0.0,2022-07-24-05:00
진주,0.0,2022-07-24-06:00
진주,0.04,2022-07-24-07:00
진주,0.27,2022-07-24-08:00
진주,0.96,2022-07-24-09:00
진주,1.2,2022-07-24-10:00
진주,1.54,2022-07-24-11:00
진주,1.72,2022-07-24-12:00
진주,3.51,2022-07-24-13:00
진주,3.65,2022-07-24-14:00
진주,3.23,2022-07-24-15:00
진주,2.56,2022-07-24-16:00
진주,2.03,2022-07-24-17:00
진주,1.28,2022-07-24-18:00
진주,0.55,2022-07-24-19:00
진주,0.04,2022-07-24-20:00
진주,0.0,2022-07-24-21:00
진주,0.0,2022-07-25-00:00
진주,0.0,2022-07-25-01:00
진주,0.0,2022-07-25-02:00
진주,0.0,2022-07-25-03:00
진주,0.0,2022-07-25-04:00
진주,0.0,2022-07-25-05:00
진주,0.01,2022-07-25-06:00
진주,0.32,2022-07-25-07:00
진주,1.15,2022-07-25-08:00
진주,1.82,2022-07-25-09:00
진주,1.86,2022-07-25-10:00
진주,2.87,2022-07-25-11:00
진주,3.56,2022-07-25-12:00
진주,3.7,2022-07-25-13:00
진주,2.48,2022-07-25-14:00
진주,2.04,2022-07-25-15:00
진주,2.74,2022-07-25-16:00
진주,1.95,2022-07-25-17:00
진주,1.19,2022-07-25-18:00
진주,0.25,2022-07-25-19:00
진주,0.02,2022-07-25-20:00
진주,0.0,2022-07-25-21:00
진주,0.0,2022-07-26-00:00
진주,0.0,2022-07-26-01:00
진주,0.0,2022-07-26-02:00
진주,0.0,2022-07-26-03:00
진주,0.0,2022-07-26-04:00
진주,0.0,2022-07-26-05:00
진주,0.01,2022-07-26-06:00
진주,0.17,2022-07-26-07:00
진주,0.34,2022-07-26-08:00
진주,0.36,2022-07-26-09:00
진주,0.54,2022-07-26-10:00
진주,0.83,2022-07-26-11:00
진주,1.75,2022-07-26-12:00
진주,2.75,2022-07-26-13:00
진주,3.28,2022-07-26-14:00
진주,2.96,2022-07-26-15:00
진주,2.5,2022-07-26-16:00
진주,1.43,2022-07-26-17:00
진주,1.17,2022-07-26-18:00
진주,0.45,2022-07-26-19:00
진주,0.02,2022-07-26-20:00
진주,0.0,2022-07-26-21:00
진주,0.0,2022-07-27-00:00
진주,0.0,2022-07-27-01:00
진주,0.0,2022-07-27-02:00
진주,0.0,2022-07-27-03:00
진주,0.0,2022-07-27-04:00
진주,0.0,2022-07-27-05:00
진주,0.01,2022-07-27-06:00
진주,0.32,2022-07-27-07:00
진주,0.68,2022-07-27-08:00
진주,1.03,2022-07-27-09:00
진주,2.13,2022-07-27-10:00
진주,2.96,2022-07-27-11:00
진주,2.93,2022-07-27-12:00
진주,3.58,2022-07-27-13:00
진주,3.26,2022-07-27-14:00
진주,2.91,2022-07-27-15:00
진주,2.08,2022-07-27-16:00
진주,1.57,2022-07-27-17:00
진주,0.72,2022-07-27-18:00
진주,0.5,2022-07-27-19:00
진주,0.06,2022-07-27-20:00
진주,0.0,2022-07-27-21:00
진주,0.0,2022-07-28-00:00
진주,0.0,2022-07-28-01:00
진주,0.0,2022-07-28-02:00
진주,0.0,2022-07-28-03:00
진주,0.0,2022-07-28-04:00
진주,0.0,2022-07-28-05:00
진주,0.0,2022-07-28-06:00
진주,0.06,2022-07-28-07:00
진주,0.19,2022-07-28-08:00
진주,0.6,2022-07-28-09:00
진주,1.93,2022-07-28-10:00
진주,0.97,2022-07-28-11:00
진주,0.69,2022-07-28-12:00
진주,1.84,2022-07-28-13:00
진주,1.9,2022-07-28-14:00
진주,1.28,2022-07-28-15:00
진주,0.99,2022-07-28-16:00
진주,1.4,2022-07-28-17:00
진주,0.35,2022-07-28-18:00
진주,0.34,2022-07-28-19:00
진주,0.05,2022-07-28-20:00
진주,0.0,2022-07-28-21:00
진주,0.0,2022-07-29-00:00
진주,0.0,2022-07-29-01:00
진주,0.0,2022-07-29-02:00
진주,0.0,2022-07-29-03:00
진주,0.0,2022-07-29-04:00
진주,0.0,2022-07-29-05:00
진주,0.01,2022-07-29-06:00
진주,0.34,2022-07-29-07:00
진주,0.7,2022-07-29-08:00
진주,1.37,2022-07-29-09:00
진주,2.23,2022-07-29-10:00
진주,2.3,2022-07-29-11:00
진주,1.73,2022-07-29-12:00
진주,2.28,2022-07-29-13:00
진주,2.98,2022-07-29-14:00
진주,2.46,2022-07-29-15:00
진주,1.99,2022-07-29-16:00
진주,1.53,2022-07-29-17:00
진주,1.17,2022-07-29-18:00
진주,0.45,2022-07-29-19:00
진주,0.02,2022-07-29-20:00
진주,0.0,2022-07-29-21:00
진주,0.0,2022-07-30-00:00
진주,0.0,2022-07-30-01:00
진주,0.0,2022-07-30-02:00
진주,0.0,2022-07-30-03:00
진주,0.0,2022-07-30-04:00
진주,0.0,2022-07-30-05:00
진주,0.01,2022-07-30-06:00
진주,0.18,2022-07-30-07:00
진주,0.32,2022-07-30-08:00
진주,1.19,2022-07-30-09:00
진주,0.9,2022-07-30-10:00
진주,0.48,2022-07-30-11:00
진주,0.55,2022-07-30-12:00
진주,0.73,2022-07-30-13:00
진주,0.88,2022-07-30-14:00
진주,0.83,2022-07-30-15:00
진주,1.06,2022-07-30-16:00
진주,0.41,2022-07-30-17:00
진주,0.25,2022-07-30-18:00
진주,0.13,2022-07-30-19:00
진주,0.01,2022-07-30-20:00
진주,0.0,2022-07-30-21:00
진주,0.0,2022-07-31-00:00
진주,0.0,2022-07-31-01:00
진주,0.0,2022-07-31-02:00
진주,0.0,2022-07-31-03:00
진주,0.0,2022-07-31-04:00
진주,0.0,2022-07-31-05:00
진주,0.0,2022-07-31-06:00
진주,0.09,2022-07-31-07:00
진주,0.16,2022-07-31-08:00
진주,0.35,2022-07-31-09:00
진주,0.54,2022-07-31-10:00
진주,0.32,2022-07-31-11:00
진주,0.3,2022-07-31-12:00
진주,0.22,2022-07-31-13:00
진주,0.43,2022-07-31-14:00
진주,0.37,2022-07-31-15:00
진주,0.22,2022-07-31-16:00
진주,0.17,2022-07-31-17:00
진주,0.16,2022-07-31-18:00
진주,0.04,2022-07-31-19:00
진주,0.01,2022-07-31-20:00
진주,0.0,2022-07-31-21:00
진주,0.0,2022-08-01-00:00
진주,0.0,2022-08-01-01:00
진주,0.0,2022-08-01-02:00
진주,0.0,2022-08-01-03:00
진주,0.0,2022-08-01-04:00
진주,0.0,2022-08-01-05:00
진주,0.0,2022-08-01-06:00
진주,0.02,2022-08-01-07:00
진주,0.36,2022-08-01-08:00
진주,0.41,2022-08-01-09:00
진주,0.65,2022-08-01-10:00
진주,0.5,2022-08-01-11:00
진주,0.71,2022-08-01-12:00
진주,0.57,2022-08-01-13:00
진주,0.3,2022-08-01-14:00
진주,0.4,2022-08-01-15:00
진주,0.25,2022-08-01-16:00
진주,0.35,2022-08-01-17:00
진주,0.2,2022-08-01-18:00
진주,0.1,2022-08-01-19:00
진주,0.01,2022-08-01-20:00
진주,0.0,2022-08-01-21:00
진주,0.0,2022-08-02-00:00
진주,0.0,2022-08-02-01:00
진주,0.0,2022-08-02-02:00
진주,0.0,2022-08-02-03:00
진주,0.0,2022-08-02-04:00
진주,0.0,2022-08-02-05:00
진주,0.01,2022-08-02-06:00
진주,0.21,2022-08-02-07:00
진주,0.22,2022-08-02-08:00
진주,0.33,2022-08-02-09:00
진주,0.84,2022-08-02-10:00
진주,0.39,2022-08-02-11:00
진주,0.5,2022-08-02-12:00
진주,0.77,2022-08-02-13:00
진주,2.3,2022-08-02-14:00
진주,2.32,2022-08-02-15:00
진주,1.79,2022-08-02-16:00
진주,0.93,2022-08-02-17:00
진주,1.15,2022-08-02-18:00
진주,0.37,2022-08-02-19:00
진주,0.02,2022-08-02-20:00
진주,0.0,2022-08-02-21:00
진주,0.0,2022-08-03-00:00
진주,0.0,2022-08-03-01:00
진주,0.0,2022-08-03-02:00
진주,0.0,2022-08-03-03:00
진주,0.0,2022-08-03-04:00
진주,0.0,2022-08-03-05:00
진주,0.0,2022-08-03-06:00
진주,0.4,2022-08-03-07:00
진주,1.04,2022-08-03-08:00
진주,1.8,2022-08-03-09:00
진주,2.35,2022-08-03-10:00
진주,1.91,2022-08-03-11:00
진주,2.21,2022-08-03-12:00
진주,2.07,2022-08-03-13:00
진주,2.88,2022-08-03-14:00
진주,2.13,2022-08-03-15:00
진주,1.86,2022-08-03-16:00
진주,1.43,2022-08-03-17:00
진주,0.37,2022-08-03-18:00
진주,0.18,2022-08-03-19:00
진주,0.0,2022-08-03-20:00
진주,0.0,2022-08-03-21:00
진주,0.0,2022-08-04-00:00
진주,0.0,2022-08-04-01:00
진주,0.0,2022-08-04-02:00
진주,0.0,2022-08-04-03:00
진주,0.0,2022-08-04-04:00
진주,0.0,2022-08-04-05:00
진주,0.0,2022-08-04-06:00
진주,0.36,2022-08-04-07:00
진주,1.16,2022-08-04-08:00
진주,1.68,2022-08-04-09:00
진주,2.06,2022-08-04-10:00
진주,2.84,2022-08-04-11:00
진주,2.1,2022-08-04-12:00
진주,2.65,2022-08-04-13:00
진주,2.95,2022-08-04-14:00
진주,1.89,2022-08-04-15:00
진주,2.58,2022-08-04-16:00
진주,0.64,2022-08-04-17:00
진주,0.82,2022-08-04-18:00
진주,0.43,2022-08-04-19:00
진주,0.03,2022-08-04-20:00
진주,0.0,2022-08-04-21:00
진주,0.0,2022-08-05-00:00
진주,0.0,2022-08-05-01:00
진주,0.0,2022-08-05-02:00
진주,0.0,2022-08-05-03:00
진주,0.0,2022-08-05-04:00
진주,0.0,2022-08-05-05:00
진주,0.01,2022-08-05-06:00
진주,0.34,2022-08-05-07:00
진주,0.68,2022-08-05-08:00
진주,0.98,2022-08-05-09:00
진주,1.32,2022-08-05-10:00
진주,1.57,2022-08-05-11:00
진주,1.74,2022-08-05-12:00
진주,1.43,2022-08-05-13:00
진주,2.28,2022-08-05-14:00
진주,2.74,2022-08-05-15:00
진주,2.22,2022-08-05-16:00
진주,1.77,2022-08-05-17:00
진주,1.15,2022-08-05-18:00
진주,0.4,2022-08-05-19:00
진주,0.01,2022-08-05-20:00
진주,0.0,2022-08-05-21:00
진주,0.0,2022-08-06-00:00
진주,0.0,2022-08-06-01:00
진주,0.0,2022-08-06-02:00
진주,0.0,2022-08-06-03:00
진주,0.0,2022-08-06-04:00
진주,0.0,2022-08-06-05:00
진주,0.01,2022-08-06-06:00
진주,0.22,2022-08-06-07:00
진주,0.77,2022-08-06-08:00
진주,1.66,2022-08-06-09:00
진주,2.21,2022-08-06-10:00
진주,2.81,2022-08-06-11:00
진주,2.34,2022-08-06-12:00
진주,2.49,2022-08-06-13:00
진주,3.33,2022-08-06-14:00
진주,2.94,2022-08-06-15:00
진주,1.93,2022-08-06-16:00
진주,1.67,2022-08-06-17:00
진주,0.95,2022-08-06-18:00
진주,0.15,2022-08-06-19:00
진주,0.02,2022-08-06-20:00
진주,0.0,2022-08-06-21:00
진주,0.0,2022-08-07-00:00
진주,0.0,2022-08-07-01:00
진주,0.0,2022-08-07-02:00
진주,0.0,2022-08-07-03:00
진주,0.0,2022-08-07-04:00
진주,0.0,2022-08-07-05:00
진주,0.0,2022-08-07-06:00
진주,0.15,2022-08-07-07:00
진주,0.33,2022-08-07-08:00
진주,0.85,2022-08-07-09:00
진주,1.98,2022-08-07-10:00
진주,2.51,2022-08-07-11:00
진주,2.96,2022-08-07-12:00
진주,3.29,2022-08-07-13:00
진주,3.24,2022-08-07-14:00
진주,2.54,2022-08-07-15:00
진주,2.66,2022-08-07-16:00
진주,1.93,2022-08-07-17:00
진주,0.33,2022-08-07-18:00
진주,0.07,2022-08-07-19:00
진주,0.0,2022-08-07-20:00
진주,0.0,2022-08-07-21:00
진주,0.0,2022-08-08-00:00
진주,0.0,2022-08-08-01:00
진주,0.0,2022-08-08-02:00
진주,0.0,2022-08-08-03:00
진주,0.0,2022-08-08-04:00
진주,0.0,2022-08-08-05:00
진주,0.0,2022-08-08-06:00
진주,0.19,2022-08-08-07:00
진주,0.64,2022-08-08-08:00
진주,1.06,2022-08-08-09:00
진주,1.38,2022-08-08-10:00
진주,1.77,2022-08-08-11:00
진주,1.86,2022-08-08-12:00
진주,2.13,2022-08-08-13:00
진주,3.0,2022-08-08-14:00
진주,2.06,2022-08-08-15:00
진주,1.68,2022-08-08-16:00
진주,0.87,2022-08-08-17:00
진주,0.5,2022-08-08-18:00
진주,0.19,2022-08-08-19:00
진주,0.01,2022-08-08-20:00
진주,0.0,2022-08-08-21:00
진주,0.0,2022-08-09-00:00
진주,0.0,2022-08-09-01:00
진주,0.0,2022-08-09-02:00
진주,0.0,2022-08-09-03:00
진주,0.0,2022-08-09-04:00
진주,0.0,2022-08-09-05:00
진주,0.0,2022-08-09-06:00
진주,0.11,2022-08-09-07:00
진주,0.37,2022-08-09-08:00
진주,0.99,2022-08-09-09:00
진주,1.28,2022-08-09-10:00
진주,1.45,2022-08-09-11:00
진주,1.98,2022-08-09-12:00
진주,1.82,2022-08-09-13:00
진주,1.54,2022-08-09-14:00
진주,1.49,2022-08-09-15:00
진주,0.96,2022-08-09-16:00
진주,0.92,2022-08-09-17:00
진주,0.68,2022-08-09-18:00
진주,0.22,2022-08-09-19:00
진주,0.01,2022-08-09-20:00
진주,0.0,2022-08-09-21:00
진주,0.0,2022-08-10-00:00
진주,0.0,2022-08-10-01:00
진주,0.0,2022-08-10-02:00
진주,0.0,2022-08-10-03:00
진주,0.0,2022-08-10-04:00
진주,0.0,2022-08-10-05:00
진주,0.0,2022-08-10-06:00
진주,0.09,2022-08-10-07:00
진주,0.42,2022-08-10-08:00
진주,0.64,2022-08-10-09:00
진주,1.33,2022-08-10-10:00
진주,1.09,2022-08-10-11:00
진주,1.32,2022-08-10-12:00
진주,1.88,2022-08-10-13:00
진주,1.3,2022-08-10-14:00
진주,0.96,2022-08-10-15:00
진주,0.66,2022-08-10-16:00
진주,0.63,2022-08-10-17:00
진주,0.46,2022-08-10-18:00
진주,0.15,2022-08-10-19:00
진주,0.0,2022-08-10-20:00
진주,0.0,2022-08-10-21:00
진주,0.0,2022-08-11-00:00
진주,0.0,2022-08-11-01:00
진주,0.0,2022-08-11-02:00
진주,0.0,2022-08-11-03:00
진주,0.0,2022-08-11-04:00
진주,0.0,2022-08-11-05:00
진주,0.0,2022-08-11-06:00
진주,0.08,2022-08-11-07:00
진주,0.41,2022-08-11-08:00
진주,0.59,2022-08-11-09:00
진주,0.45,2022-08-11-10:00
진주,0.36,2022-08-11-11:00
진주,0.54,2022-08-11-12:00
진주,0.49,2022-08-11-13:00
진주,0.53,2022-08-11-14:00
진주,0.39,2022-08-11-15:00
진주,0.22,2022-08-11-16:00
진주,0.21,2022-08-11-17:00
진주,0.23,2022-08-11-18:00
진주,0.06,2022-08-11-19:00
진주,0.0,2022-08-11-20:00
진주,0.0,2022-08-11-21:00
진주,0.0,2022-08-12-00:00
진주,0.0,2022-08-12-01:00
진주,0.0,2022-08-12-02:00
진주,0.0,2022-08-12-03:00
진주,0.0,2022-08-12-04:00
진주,0.0,2022-08-12-05:00
진주,0.0,2022-08-12-06:00
진주,0.19,2022-08-12-07:00
진주,0.39,2022-08-12-08:00
진주,1.27,2022-08-12-09:00
진주,1.37,2022-08-12-10:00
진주,1.82,2022-08-12-11:00
진주,2.94,2022-08-12-12:00
진주,2.2,2022-08-12-13:00
진주,2.38,2022-08-12-14:00
진주,2.71,2022-08-12-15:00
진주,2.1,2022-08-12-16:00
진주,1.29,2022-08-12-17:00
진주,0.72,2022-08-12-18:00
진주,0.32,2022-08-12-19:00
진주,0.01,2022-08-12-20:00
진주,0.0,2022-08-12-21:00
진주,0.0,2022-08-13-00:00
진주,0.0,2022-08-13-01:00
진주,0.0,2022-08-13-02:00
진주,0.0,2022-08-13-03:00
진주,0.0,2022-08-13-04:00
진주,0.0,2022-08-13-05:00
진주,0.0,2022-08-13-06:00
진주,0.14,2022-08-13-07:00
진주,0.64,2022-08-13-08:00
진주,1.53,2022-08-13-09:00
진주,1.6,2022-08-13-10:00
진주,2.37,2022-08-13-11:00
진주,2.48,2022-08-13-12:00
진주,2.55,2022-08-13-13:00
진주,2.33,2022-08-13-14:00
진주,1.53,2022-08-13-15:00
진주,1.02,2022-08-13-16:00
진주,0.81,2022-08-13-17:00
진주,0.28,2022-08-13-18:00
진주,0.1,2022-08-13-19:00
진주,0.0,2022-08-13-20:00
진주,0.0,2022-08-13-21:00
진주,0.0,2022-08-14-00:00
진주,0.0,2022-08-14-01:00
진주,0.0,2022-08-14-02:00
진주,0.0,2022-08-14-03:00
진주,0.0,2022-08-14-04:00
진주,0.0,2022-08-14-05:00
진주,0.0,2022-08-14-06:00
진주,0.12,2022-08-14-07:00
진주,0.86,2022-08-14-08:00
진주,1.57,2022-08-14-09:00
진주,2.01,2022-08-14-10:00
진주,2.47,2022-08-14-11:00
진주,3.18,2022-08-14-12:00
진주,3.33,2022-08-14-13:00
진주,2.79,2022-08-14-14:00
진주,1.96,2022-08-14-15:00
진주,1.51,2022-08-14-16:00
진주,1.6,2022-08-14-17:00
진주,1.04,2022-08-14-18:00
진주,0.15,2022-08-14-19:00
진주,0.0,2022-08-14-20:00
진주,0.0,2022-08-14-21:00
진주,0.0,2022-08-15-00:00
진주,0.0,2022-08-15-01:00
진주,0.0,2022-08-15-02:00
진주,0.0,2022-08-15-03:00
진주,0.0,2022-08-15-04:00
진주,0.0,2022-08-15-05:00
진주,0.0,2022-08-15-06:00
진주,0.19,2022-08-15-07:00
진주,0.82,2022-08-15-08:00
진주,1.51,2022-08-15-09:00
진주,2.13,2022-08-15-10:00
진주,2.6,2022-08-15-11:00
진주,2.77,2022-08-15-12:00
진주,2.78,2022-08-15-13:00
진주,2.71,2022-08-15-14:00
진주,3.18,2022-08-15-15:00
진주,1.85,2022-08-15-16:00
진주,1.04,2022-08-15-17:00
진주,0.48,2022-08-15-18:00
진주,0.2,2022-08-15-19:00
진주,0.0,2022-08-15-20:00
진주,0.0,2022-08-15-21:00
고창군,0.0,2022-06-01-00:00
고창군,0.0,2022-06-01-01:00
고창군,0.0,2022-06-01-02:00
고창군,0.0,2022-06-01-03:00
고창군,0.0,2022-06-01-04:00
고창군,0.0,2022-06-01-05:00
고창군,0.04,2022-06-01-06:00
고창군,0.36,2022-06-01-07:00
고창군,1.24,2022-06-01-08:00
고창군,1.93,2022-06-01-09:00
고창군,2.59,2022-06-01-10:00
고창군,3.15,2022-06-01-11:00
고창군,3.55,2022-06-01-12:00
고창군,3.69,2022-06-01-13:00
고창군,3.6,2022-06-01-14:00
고창군,3.26,2022-06-01-15:00
고창군,2.75,2022-06-01-16:00
고창군,2.08,2022-06-01-17:00
고창군,1.37,2022-06-01-18:00
고창군,0.63,2022-06-01-19:00
고창군,0.11,2022-06-01-20:00
고창군,0.0,2022-06-01-21:00
고창군,0.0,2022-06-02-00:00
고창군,0.0,2022-06-02-01:00
고창군,0.0,2022-06-02-02:00
고창군,0.0,2022-06-02-03:00
고창군,0.0,2022-06-02-04:00
고창군,0.0,2022-06-02-05:00
고창군,0.05,2022-06-02-06:00
고창군,0.43,2022-06-02-07:00
고창군,1.02,2022-06-02-08:00
고창군,1.29,2022-06-02-09:00
고창군,1.79,2022-06-02-10:00
고창군,2.98,2022-06-02-11:00
고창군,3.39,2022-06-02-12:00
고창군,3.51,2022-06-02-13:00
고창군,3.43,2022-06-02-14:00
고창군,3.13,2022-06-02-15:00
고창군,2.62,2022-06-02-16:00
고창군,1.97,2022-06-02-17:00
고창군,1.24,2022-06-02-18:00
고창군,0.53,2022-06-02-19:00
고창군,0.07,2022-06-02-20:00
고창군,0.0,2022-06-02-21:00
고창군,0.0,2022-06-03-00:00
고창군,0.0,2022-06-03-01:00
고창군,0.0,2022-06-03-02:00
고창군,0.0,2022-06-03-03:00
고창군,0.0,2022-06-03-04:00
고창군,0.0,2022-06-03-05:00
고창군,0.05,2022-06-03-06:00
고창군,0.41,2022-06-03-07:00
고창군,1.15,2022-06-03-08:00
고창군,1.92,2022-06-03-09:00
고창군,2.56,2022-06-03-10:00
고창군,3.09,2022-06-03-11:00
고창군,3.4,2022-06-03-12:00
고창군,3.5,2022-06-03-13:00
고창군,3.42,2022-06-03-14:00
고창군,3.07,2022-06-03-15:00
고창군,2.6,2022-06-03-16:00
고창군,1.93,2022-06-03-17:00
고창군,1.07,2022-06-03-18:00
고창군,0.44,2022-06-03-19:00
고창군,0.08,2022-06-03-20:00
고창군,0.0,2022-06-03-21:00
고창군,0.0,2022-06-04-00:00
고창군,0.0,2022-06-04-01:00
고창군,0.0,2022-06-04-02:00
고창군,0.0,2022-06-04-03:00
고창군,0.0,2022-06-04-04:00
고창군,0.0,2022-06-04-05:00
고창군,0.04,2022-06-04-06:00
고창군,0.46,2022-06-04-07:00
고창군,1.0,2022-06-04-08:00
고창군,1.68,2022-06-04-09:00
고창군,2.51,2022-06-04-10:00
고창군,2.97,2022-06-04-11:00
고창군,3.24,2022-06-04-12:00
고창군,2.6,2022-06-04-13:00
고창군,2.41,2022-06-04-14:00
고창군,1.98,2022-06-04-15:00
고창군,2.33,2022-06-04-16:00
고창군,1.17,2022-06-04-17:00
고창군,0.74,2022-06-04-18:00
고창군,0.43,2022-06-04-19:00
고창군,0.06,2022-06-04-20:00
고창군,0.0,2022-06-04-21:00
고창군,0.0,2022-06-05-00:00
고창군,0.0,2022-06-05-01:00
고창군,0.0,2022-06-05-02:00
고창군,0.0,2022-06-05-03:00
고창군,0.0,2022-06-05-04:00
고창군,0.0,2022-06-05-05:00
고창군,0.01,2022-06-05-06:00
고창군,0.12,2022-06-05-07:00
고창군,0.24,2022-06-05-08:00
고창군,0.19,2022-06-05-09:00
고창군,0.48,2022-06-05-10:00
고창군,0.69,2022-06-05-11:00
고창군,0.63,2022-06-05-12:00
고창군,0.61,2022-06-05-13:00
고창군,0.47,2022-06-05-14:00
고창군,0.46,2022-06-05-15:00
고창군,0.28,2022-06-05-16:00
고창군,0.18,2022-06-05-17:00
고창군,0.08,2022-06-05-18:00
고창군,0.05,2022-06-05-19:00
고창군,0.01,2022-06-05-20:00
고창군,0.0,2022-06-05-21:00
고창군,0.0,2022-06-06-00:00
고창군,0.0,2022-06-06-01:00
고창군,0.0,2022-06-06-02:00
고창군,0.0,2022-06-06-03:00
고창군,0.0,2022-06-06-04:00
고창군,0.0,2022-06-06-05:00
고창군,0.04,2022-06-06-06:00
고창군,0.21,2022-06-06-07:00
고창군,0.3,2022-06-06-08:00
고창군,0.83,2022-06-06-09:00
고창군,0.71,2022-06-06-10:00
고창군,2.19,2022-06-06-11:00
고창군,2.23,2022-06-06-12:00
고창군,1.66,2022-06-06-13:00
고창군,1.39,2022-06-06-14:00
고창군,1.15,2022-06-06-15:00
고창군,2.51,2022-06-06-16:00
고창군,1.86,2022-06-06-17:00
고창군,1.21,2022-06-06-18:00
고창군,0.43,2022-06-06-19:00
고창군,0.08,2022-06-06-20:00
고창군,0.0,2022-06-06-21:00
고창군,0.0,2022-06-07-00:00
고창군,0.0,2022-06-07-01:00
고창군,0.0,2022-06-07-02:00
고창군,0.0,2022-06-07-03:00
고창군,0.0,2022-06-07-04:00
고창군,0.0,2022-06-07-05:00
고창군,0.03,2022-06-07-06:00
고창군,0.22,2022-06-07-07:00
고창군,0.43,2022-06-07-08:00
고창군,0.82,2022-06-07-09:00
고창군,0.69,2022-06-07-10:00
고창군,0.81,2022-06-07-11:00
고창군,0.79,2022-06-07-12:00
고창군,1.21,2022-06-07-13:00
고창군,1.31,2022-06-07-14:00
고창군,0.13,2022-06-07-15:00
고창군,0.21,2022-06-07-16:00
고창군,0.2,2022-06-07-17:00
고창군,0.07,2022-06-07-18:00
고창군,0.04,2022-06-07-19:00
고창군,0.0,2022-06-07-20:00
고창군,0.0,2022-06-07-21:00
고창군,0.0,2022-06-08-00:00
고창군,0.0,2022-06-08-01:00
